Order,Level,Award,Name,Citation,County
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Dorothy (Margot) SAMPSON ,"Chair, The Children’s Society Fundraising Committee in Winscombe, Somerset.  For services to Children.",Somerset
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Jose Fabio Jesus SANTOS ,"Lately Artistic Director, Phakama.  For services to Participatory Arts.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Richard Victor SAUNDERS ,"Lately Chief Executive, GreaterSport.  For services to Grassroots Sport in the North West.",Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Caroline May SCHWALLER ,"Chair of NAVCA, National Association for Voluntary and Community Action and lately CEO, Keighley and Ilkley Voluntary and Community Action. For services to the community.",West Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Vera SELBY ,For services to Snooker and Billiards.,Tyne and Wear
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jennifer SEMAHIMBO ,"Programme Manager, Streetwise Project, Coventry.  For services to Children.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pratima SENGUPTA ,For services to the community in East Renfrewshire.,Renfrewshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret SEWELL ,For voluntary service to the Women's Institute.,South Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Yasvanti Govindji Lakhamshi SHAH ,"Head of Adoption and Improvement, Kent County Council. For services to Children and Families.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Kiran Kumar SHARMA ,For services to Business and to charity in Berkshire.,Berkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William James SHAW ,"District Commissioner, West Belfast District Scout Council.  For services to Scouting in Northern Ireland.",Belfast
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Iain SHEPHERD ,"Marine Systems Director, MARCOM Defence.  For services to the Marine Sector and the Economy in Chichester, West Sussex.",West Sussex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Hayley Anne SHERWEN ,"Constable and Mental Health Liaison Officer, Merseyside Police.  For services to Mental Health.",Merseyside
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr George Crawford SHIELS ,"Councillor, Magherafelt District Council.  For services to Local Government and to the community in Mid Ulster.",Londonderry
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Soames John SHILLINGFORD ,"Victim Support Officer, London Borough of Redbridge. For services to Victims and Witnesses.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Graham Robert SHORT ,"Lately Executive Director, Educational and Social Services, East Ayrshire Council. For services to Education.",Ayrshire and Arran
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Harsha Yashwant Kumar SHUKLA ,"Chair, Lancaster and Morecambe Hindu Society and Chair, Lancaster District Communities Together Group. For services to Interfaith Relations.",Lancashire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean Duncan SIMPSON ,For services to Athletics.,Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Julia Elizabeth SIMPSON ,"West Thames Area Manager, Environment Agency. For services to communities at risk of Flooding.",Oxfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roy SIMPSON ,"For services to Education, Cricket and to the community in Durham.",Durham
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth SINCLAIR-HOUSE ,For services to Education and to the community in West London.,London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James George Thomas SMITH ,"For services to the community in Crawley, West Sussex.",West Sussex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet Mary SMITH ,"Lately Executive Director of Therapies and Health Science, Aneurin Bevan University Health Board. For service to Therapy Services in Wales.",Monmouthshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul SMITH ,"Lately Chief Office Clerk, House of Commons. For parliamentary services.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robin Anthony SMITH TD DL,For services to the community in Leeds.,West Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William James SNELSON ,"For services to the National Farmers Union and to the community in Bobbington, Staffordshire.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan Clare SOTHERAN ,"For services to Girlguiding and to the community in Redcar, North Yorkshire.",North Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roger Leonard SPEARE ,"Chairman, Emmaus, Bolton. For services to the community in Bolton.",Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Kenneth Barry George SPROSTON ,"Lately University Secretary and Clerk to Governors, Staffordshire University. For services to Higher Education.",Staffordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Susan Margaret STANDRING ,For services to Anatomical Education.,Kent
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael Frank STARBUCK BEM,"Higher Executive Officer, Ministry of Defence. For services to Defence.",Herefordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Kathryn STARTUP ,Ministry of Defence.  For services to Defence.,London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Sue-Ann STEEN ,"Chief Inspector, Police Service of Northern Ireland.  For services to Policing and the community in Northern Ireland.",Belfast
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Lionel Geoffrey STEWART ,For services to the community in Bedfordshire.,Bedfordshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Casey Jean STONEY ,"Defender, Arsenal Ladies and England Women's Captain.  For services to Football.",Essex
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Gordon Hamish STOUT ,For services to Scouting and to Young People.,Berkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Joseph Gilfred STUDHOLME ,"Lately Chair, The Salisbury Museum. For services to Museums.",Wiltshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Gordon Watson SUMMERS ,"Assistant Director, Border Force, Home Office. For services to UK Border Safety.",Lanarkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pamela Lynn TANNER ,"Lately Chair, Torfaen Voluntary Alliance. For voluntary service to the community in Torfaen.",Torfaen
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Nigel Owen TANSLEY ,For services to the Fire and Rescue Service.,Greater Manchester
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Phillipa Victoria Rosslyn TASKER ,For services to Young People in Bristol.,Bristol
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Sonia Margaret TATE ,"Executive Officer, Community Engagement Adviser, Work Services Directorate, Department for Work and Pensions. For services to Young People.",London
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Clare Joanne TAYLOR ,"General Practitioner, Birmingham. For services to General Practice.",West Midlands
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Coral Mary Patricia TAYLOR ,"For services to Heritage and to the community in Wakefield, West Yorkshire.",West Yorkshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James Holmes TAYLOR ,For services to Sport and charity.,Glasgow
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Steve TAYLOR ,Foster Carer. For services to Young People in Swansea.,Swansea
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Wendy TAYLOR ,Foster Carer. For services to Young People in Swansea.,Swansea
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth Catherine Eirios THOMAS ,"County Organiser, Young Farmers' Club, Carmarthenshire.  For voluntary and charitable service to Young Farmers.",Carmarthenshire
Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Celia Rachel Annie TODD ,"For services to the community in Foston, North Yorkshire.",North Yorkshire
